book_id,tag_id,count
4298,2149,35
4298,2336,6
8492,10,2
8492,50,7
8492,52,10
8492,96,14
8492,126,5
8492,467,3
8492,544,13
8492,1279,8
8492,1501,2
8492,1502,10
8492,1761,19
8492,1764,7
8492,1910,18
8492,1913,1359
8492,2479,2
8492,2619,3
6870,14,14
6870,48,66
6870,50,66
6870,52,454
6870,96,6
6870,179,14
6870,437,8
6870,544,103
6870,626,21
6870,749,12
6870,934,49
6870,1054,6
6870,1239,5
6870,1310,33
6870,1375,4
6870,1501,34
6870,1502,6
6870,1682,5
6870,1773,48
6870,1935,5
6870,2059,9
6870,2081,16
6870,2692,12
3560,10,19
3560,14,26
3560,50,39
3560,52,442
3560,88,23
3560,90,203
3560,92,66
3560,96,64
3560,97,16
3560,134,13
3560,223,61
3560,467,22
3560,526,118
3560,544,80
3560,749,10
3560,772,66
3560,945,20
3560,986,12
3560,1239,511
3560,1253,18
3560,1398,84
3560,1407,20
3560,1501,75
3560,1502,101
3560,1657,35
3560,1761,11
3560,1773,132
3560,1926,61
3560,2348,18
3560,2700,58
3560,2707,14
3560,2710,51
1096,10,10
1096,14,8
1096,50,43
1096,52,141
1096,96,45
1096,97,9
1096,214,7
1096,505,376
1096,626,16
1096,790,8
1096,871,22
1096,1067,145
1096,1147,15
1096,1239,368
1096,1279,1625
1096,1281,148
1096,1401,7
1096,1502,7
1096,1761,874
1096,1764,401
1096,1850,15
1096,1926,692
1096,1927,31
1096,2166,158
1096,2316,26
1096,2319,7
1096,2322,9
1853,10,17
1853,50,48
1853,52,812
1853,353,18
1853,467,166
1853,496,15
1853,544,68
1853,749,20
1853,945,131
1853,1239,15
1853,1466,308
1853,1470,14
1853,1501,63
1853,1502,170
1853,1657,13
1853,1714,17
1853,1773,214
1853,1774,18
1853,1775,50
1853,2226,11
1853,2263,13
1853,2340,100
1853,2700,15
1224,14,28
1224,52,16
1224,190,117
1224,191,23
1224,526,3099
1224,565,96
1224,566,10
1224,790,17
1224,1090,11
1224,1239,14
1224,1571,42
1224,1572,59
1224,1721,16
1224,1761,33
1224,1763,16
1224,1764,484
1224,1880,56
1224,1884,751
1224,1934,33
1224,1935,104
1224,2037,35
1224,2337,37
1224,2378,10
1224,2399,50
1224,2433,20
1224,2597,27
1142,14,118
1142,52,1915
1142,53,81
1142,90,38
1142,223,152
1142,526,3308
1142,544,86
1142,618,108
1142,634,23
1142,636,305
1142,689,47
1142,819,27
1142,867,56
1142,945,124
1142,1239,986
1142,1368,22
1142,1501,32
1142,1502,64
1142,1572,39
1142,1773,159
1142,2025,262
1142,2231,210
1142,2232,37
1142,2348,80
1142,2483,39
1142,2486,65
1142,2707,23
1142,2710,67
5306,14,12
5306,41,21
5306,52,514
5306,53,43
5306,88,8
5306,90,30
5306,238,7
5306,526,458
5306,636,11
5306,786,11
5306,840,9
5306,867,19
5306,945,162
5306,1239,717
5306,1502,39
5306,1507,10
5306,1674,20
5306,1697,19
5306,1773,35
5306,1880,8
5306,1893,26
5306,2231,51
5306,2232,8
5306,2348,33
5306,2349,41
5306,2375,14
5306,2560,19
5306,2692,19
3314,14,113
3314,41,14
3314,52,883
3314,53,60
3314,75,11
3314,88,17
3314,90,56
3314,92,10
3314,526,905
3314,636,18
3314,840,11
3314,945,318
3314,1239,1202
3314,1502,39
3314,1773,67
3314,1880,20
3314,2025,11
3314,2154,16
3314,2231,67
3314,2232,17
3314,2348,62
3314,2375,45
7003,14,8
7003,41,15
7003,42,4
7003,50,4
7003,52,375
7003,53,11
7003,505,4
7003,526,591
7003,541,4
7003,544,18
7003,598,9
7003,634,4
7003,636,40
7003,689,44
7003,772,8
7003,782,10
7003,783,8
7003,835,18
7003,836,19
7003,837,6
7003,945,21
7003,1269,7
7003,1279,9
7003,1281,4
7003,1502,10
7003,1657,4
7003,1773,26
7003,1926,9
7003,2025,114
7003,2231,50
7003,2232,7
7003,2344,4
7003,2348,15
1519,14,49
1519,50,20
1519,52,1044
1519,53,23
1519,441,14
1519,512,18
1519,526,4084
1519,634,43
1519,636,559
1519,772,148
1519,903,14
1519,945,231
1519,1068,18
1519,1502,22
1519,1709,37
1519,1773,109
1519,2105,14
1519,2231,317
1519,2232,41
1519,2344,16
1519,2348,114
1519,2374,19
1519,2375,310
1519,2483,22
1519,2486,31
1519,2624,20
1519,2692,15
442,14,128
442,50,67
442,52,2235
442,53,68
442,467,126
442,526,8398
442,544,27
442,634,105
442,636,1424
442,689,45
442,772,531
442,945,351
442,1007,44
442,1068,29
442,1279,46
442,1502,50
442,1701,25
442,1773,229
442,2025,88
442,2231,534
442,2232,74
