goodreads_book_id,tag_id,count
840,1764,125
840,1874,12
840,1880,19
840,1981,11
840,1984,31
840,2483,73
840,2484,17
840,2486,28
865,14,165
865,50,742
865,52,9712
865,53,670
865,467,3665
865,479,321
865,544,756
865,749,145
865,870,1693
865,916,104
865,945,2702
865,1007,238
865,1239,334
865,1350,840
865,1466,106
865,1501,332
865,1502,814
865,1657,209
865,1675,99
865,1761,113
865,1773,1938
865,1872,111
865,1880,2163
865,2209,561
865,2528,198
865,2715,166
870,41,91
870,52,107
870,53,81
870,76,24
870,121,75
870,267,46
870,505,22
870,507,93
870,510,117
870,526,210
870,689,18
870,840,9
870,945,82
870,1067,11
870,1149,507
870,1392,31
870,1542,675
870,1628,9
870,2218,22
870,2259,10
870,2265,51
870,2430,26
870,2488,22
870,2715,98
880,10,7
880,50,19
880,52,568
880,53,28
880,110,134
880,133,10
880,467,10
880,598,8
880,689,53
880,712,12
880,749,8
880,1239,1752
880,1502,9
880,1720,6
880,1761,16
880,1773,67
880,1933,30
880,2025,126
880,2124,6
880,2125,64
880,2137,6
880,2388,7
880,2528,6
890,2,146
890,50,847
890,52,9439
890,96,1136
890,97,99
890,233,221
890,267,98
890,467,23705
890,479,657
890,749,289
890,1054,193
890,1225,644
890,1239,1893
890,1501,517
890,1502,1688
890,1657,316
890,1773,1145
890,1775,299
890,2059,227
890,2541,143
890,2715,339
900,14,10
900,50,10
900,52,32
900,214,102
900,353,19
900,366,4
900,516,7
900,544,5
900,626,10
900,653,12
900,790,4
900,934,15
900,1067,6
900,1077,12
900,1279,11
900,1361,12
900,1401,7
900,1592,70
900,1740,142
900,1761,418
900,1764,94
900,1773,12
900,1872,23
900,1880,5
900,2011,6
900,2027,24
900,2080,13
900,2081,59
900,2203,21
900,2209,102
900,2223,12
900,2226,8
900,2316,17
900,2319,4
900,2322,21
900,2396,13
902,52,1173
902,53,48
902,267,788
902,424,44
902,441,1926
902,467,550
902,544,48
902,689,3026
902,945,33
902,1279,42
902,1419,167
902,1420,118
902,1432,60
902,1437,366
902,1622,472
902,1688,36
902,1744,370
902,1773,93
902,2025,120
902,2059,139
902,2488,57
902,2578,38
902,2715,1416
902,2717,79
903,52,280
903,53,51
903,110,14
903,233,10
903,267,145
903,424,20
903,441,848
903,467,44
903,544,21
903,689,198
903,794,75
903,801,12
903,945,92
903,1054,26
903,1239,32
903,1308,19
903,1413,10
903,1419,60
903,1420,34
903,1432,22
903,1437,155
903,1618,15
903,1622,144
903,1701,21
903,1744,81
