tag_name,tag_id
Ghosts,1107
Ghouls,1108
Gialli,1109
Giallo,1110
Giant,1111
Gifted,1112
Gigolo,1113
Gilded,1114
Girl,1115
Girlboss,1116
Girlhood,1117
Girls,1118
Girly,1119
Gizem,1120
Glam,1121
Glbt,1122
Glbtq,1123
Glbtqi,1124
Global,1125
Gnomes,1126
Gnosis,1127
Gnostic,1128
Goblins,1129
God,1130
Goddess,1131
Godly,1132
Gods,1133
Gold,1134
Golden,1135
Golems,1136
Goncourt,1137
Gonzo,1138
Good,1139
Goosebumps,1140
Gore,1141
Gospel,1142
Gossip,1143
Goth,1144
Gothic,1145
Governess,1146
Government,1147
Grail,1148
Graphic Novels,1149
Great,1150
Greco,1151
Greed,1152
Greek,1153
Grey,1154
Grief,1155
Grieving,1156
Grim,1157
Grimdark,1158
Grimoire,1159
Grit,1160
Gritty,1161
Grovel,1162
Groveling,1163
Growth,1164
Gruesome,1165
Guardian,1166
Guards,1167
Guerra,1168
Guerrilla,1169
Guilt,1170
Guilty,1171
Gulag,1172
Gunpowder,1173
Guns,1174
Gunslinger,1175
Gutsy,1176
Gypsy,1177
Hacker,1178
Hacking,1179
Hades,1180
Half,1181
Halloween,1182
Hallucinations,1183
Hallucinogenic,1184
Halo,1185
Handler,1186
Happily,1187
Happy,1188
Harassment,1189
Hard,1190
Hardboiled,1191
Hardcore,1192
Harem,1193
Harlem,1194
Harlequin,1195
Harpy,1196
Hasidism,1197
Hate,1198
Haunted,1199
Havana,1200
Hawaiiana,1201
Hea,1202
Healer,1203
Healing,1204
Health,1205
Heart,1206
Heartbreaking,1207
Heat,1208
Heavy,1209
Hedonism,1210
Heist,1211
Hell,1212
Herbalists,1213
Heresy,1214
Hermaphrodite,1215
Hermeneutics,1216
Heroes,1217
Heroic,1218
Heroin,1219
Hetalia,1220
Hetero,1221
Hibernation,1222
Hidden,1223
Hide,1224
High,1225
Higher,1226
Highland,1227
Highlander,1228
Highschool,1229
Hilarity,1230
Hindu,1231
Hinduism,1232
Hip,1233
Hiroshima,1234
Hispanic,1235
Hispanoamericana,1236
Hist,1237
Histoire,1238
Historical,1239
Història,1240
Històric,1241
Històrica,1242
Hitman,1243
Hive,1244
Hockey,1245
Holiday,1246
Holidays,1247
Hollows,1248
Hollywood,1249
Holmesian,1250
Holmesiana,1251
Holmsian,1252
Holocaust,1253
Holocausto,1254
Holy,1255
Home,1256
Homecoming,1257
Homesteaders,1258
Homicide,1259
Homosexual,1260
Homosexuality,1261
Honeymoon,1262
Honor,1263
Hoot,1264
Hopeless,1265
Horor,1266
Horreur,1267
Horro,1268
Horror,1269
Horse,1270
Horses,1271
Host,1272
Hostage,1273
Hot,1274
Hourglass,1275
Human,1276
Humanism,1277
Humanities,1278
Humor,1279
Humorous,1280
Humour,1281
Hungarian,1282
Hunger,1283
Hunter,1284
Hunting,1285
Hurricane,1286
Hybrids,1287
Hypnosis,1288
Hypnotism,1289
Héroïc,1290
Húmor,1291
Iberia,1292
Icefire,1293
Icelandic,1294
Idealism,1295
Identity,1296
Idioms,1297
Idolatry,1298
Idols,1299
Ilium,1300
Illegal,1301
Illness,1302
Illuminati,1303
Illusions,1304
Illustrated,1305
Imaginaire,1306
Imaginary,1307
Imagination,1308
Imagism,1309
Immigrant,1310
Immortal,1311
Imperial,1312
Imperialism,1313
Impostors,1314
Imposture,1315
Imprisonment,1316
Impulse,1317
In,1318
Inca,1319
Incantations,1320
Incarceration,1321
Incarnations,1322
Incest,1323
Indentured,1324
India,1325
Indian,1326
Indie,1327
Indigenous,1328
Individualism,1329
Indonesian,1330
Industrial,1331
Infamous,1332
Infantil,1333
Infected,1334
Infectious,1335
Inference,1336
Inferno,1337
Infidelity,1338
Information,1339
Informational,1340
Infosec,1341
Inheritance,1342
Injustice,1343
Inmates,1344
Insanity,1345
Insatiable,1346
Insect,1347
Insomnia,1348
Inspector,1349
Inspirational,1350
Insta,1351
Instruction,1352
Instructional,1353
Intellectual,1354
Interactive,1355
Interconnected,1356
Intercourse,1357
Interfaith,1358
International,1359
Internment,1360
Interpersonal,1361
Interplanetary,1362
Interracial,1363
Intersectional,1364
Interstellar,1365
Intertwined,1366
Intriga,1367
Intrigue,1368
Introspective,1369
Intuition,1370
Invasion,1371
Investigator,1372
Investigative,1373
Invisibility,1374
Iranian,1375
Ireland,1376
Irish,1377
Islam,1378
Islamic,1379
Islamophobia,1380
Island,1381
Islandia,1382
Isolation,1383
Israeli,1384
It,1385
Italian,1386
Italiana,1387
J,1388
Jaff,1389
Jail,1390
Japan,1391
Japanese,1392
Jazz,1393
Jealous,1394
Jealousy,1395
Jedi,1396
Jeunesse,1397
Jewish,1398
Jfic,1399
Josei,1400
Journals,1401
Journalism,1402
Journalist,1403
Journey,1404
Jousei,1405
Judaica,1406
Judaism,1407
Judges,1408
Judicial,1409
Jugendbuch,1410
Jungian,1411
Jungle,1412
Junior,1413
Jurisprudence,1414
Jurors,1415
Jury,1416
Justice,1417
Juv,1418
Juvenil,1419
Juvenile,1420
Juvenis,1421
Juvie,1422
Kabbalah,1423
Kafkaesque,1424
Kami,1425
Keepers,1426
Kepler,1427
Kgb,1428
Khmer,1429
Kick,1430
Kickass,1431
Kid,1432
Kiddie,1433
Kidlit,1434
Kidnap,1435
Kidnapping,1436
Kids,1437
Kids-Book,1438
Killer,1439
Kindle,1440
Kingdom,1441
Kink,1442
Kinky,1443
Kisses,1444
Klasik,1445
Klux,1446
Knights,1447
Knit,1448
Known,1449
Komedi,1450
Komiksy,1451
Koran,1452
Korean,1453
Kowloon,1454
Krim,1455
Krimi,1456
Krimier,1457
Kryminały,1458
Ku,1459
Labyrinth,1460
Lad,1461
Lady,1462
Language,1463
Larceny,1464
Late,1465
Latin,1466
Latina,1467
Latinamerican,1468
Latino,1469
Latinoamericana,1470
Latinoamericano,1471
Latinx,1472
Latter,1473
Law,1474
Lawyer,1475
Lawyers,1476
Lds,1477
Leadership,1478
Learning,1479
Lebanese,1480
Legal,1481
Legend,1482
Legion,1483
Leopard,1484
Lesfic,1485
Letter,1486
Letteratura,1487
Letters,1488
Level,1489
Leídos,1490
Lgtb,1491
Liberation,1492
Liberty,1493
Library,1494
Lies,1495
Life,1496
Light,1497
Linguistic,1498
Linguistics,1499
Lit,1500
Literary,1501
Literary Fiction,1502
Litrpg,1503
Litterature,1504
Littérature,1505
Lockdown,1506
Locus,1507
London,1508
Lone,1509
Longevity,1510
Losing,1511
Loss,1512
Lost,1513
Lottery,1514
Low,1515
Lurve,1516
Lusophone,1517
Lux,1518
Lycans,1519
Lycanthropes,1520
Lynchings,1521
M,1522
Macabre,1523
Madness,1524
Mafia,1525
Mafiosi,1526
Mafioso,1527
Mages,1528
Magia,1529
Magik,1530
Magyk,1531
Maids,1532
Mail,1533
Mainly,1534
Mainstream,1535
Makeover,1536
Malay,1537
Malaysian,1538
Male,1539
Man,1540
Management,1541
Manga,1542
Mangas,1543
Manhattan,1544
Manhwa,1545
Manifest,1546
Manners,1547
Manwhore,1548
Maori,1549
Marine,1550
Marital,1551
Maritime,1552
Marked,1553
Marketing,1554
Marriage,1555
Marriages,1556
Married,1557
Mars,1558
Martial,1559
Martyrs,1560
Marx,1561
Marxism,1562
Masada,1563
Masculinity,1564
Mash,1565
Mashup,1566
Mass,1567
Massacres,1568
Matched,1569
Mates,1570
Math,1571
Mathematics,1572
Maths,1573
Mature,1574
May,1575
Mc,1576
Mccarthyism,1577
Mead,1578
Mecha,1579
Mechanics,1580
Media,1581
Mediaeval,1582
Mediator,1583
Medical,1584
Medicine,1585
Medieval,1586
Meditation,1587
Mediterranean,1588
Mediums,1589
Memetics,1590
Memior,1591
Memoir,1592
Memory,1593
Men,1594
Mena,1595
Menage,1596
Mennonite,1597
Mental,1598
Mercenary,1599
Mercy,1600
Merfolk,1601
Mermaid,1602
Mermaids,1603
Merpeople,1604
Mesoamerica,1605
Mesopotamia,1606
Metaethics,1607
Metaphysics,1608
Metaphysical,1609
Meteorites,1610
Meteorology,1611
Metis,1612
Metro,1613
Metropop,1614
Mexican,1615
Mf,1616
Mfm,1617
Mg,1618
Micro,1619
Microbiology,1620
Microeconomics,1621
Middle,1622
Middlegrade,1623
Midwife,1624
Midwives,1625
Migration,1626
Mil,1627
Military,1628
Milkweed,1629
Millionaire,1630
Mind,1631
Mindfuck,1632
Mindfulness,1633
Miracle,1634
Misanthropy,1635
Miscarriage,1636
Miscellaneous,1637
Mischief,1638
Missing,1639
Missiology,1640
Missionary,1641
Missions,1642
Mistaken,1643
Misterio,1644
Mistery,1645
Mistresses,1646
Misunderstanding,1647
Mithermages,1648
Mitologia,1649
Mitteleuropa,1650
Mixed,1651
Mm,1652
Mmf,1653
Mob,1654
Mobster,1655
Moc,1656
Modern,1657
Modernist,1658
Modernlit,1659
Mohini,1660
Mom,1661
Monarchy,1662
Monastery,1663
Monasticism,1664
Mongols,1665
Monks,1666
Monster,1667
Monsters,1668
Moral,1669
Mormon,1670
Mortality,1671
Mossad,1672
Mother,1673
Mothers,1674
Motivational,1675
Motorcycle,1676
Mountain,1677
Mountaineering,1678
Mpd,1679
Mughal,1680
Multi,1681
Multicultural,1682
Multigenerational,1683
Multiple,1684
Multiplicity,1685
Multiverse,1686
Mummy,1687
Murder,1688
Music,1689
Musical,1690
Musicals,1691
Musketeers,1692
Muslim,1693
Mutants,1694
Mutation,1695
Mute,1696
Mutiny,1697
Myst,1698
Mysteries,1699
Mystic,1700
Mythology,1701
Ménage,1702
Na,1703
Nacionais,1704
Nagas,1705
Nai,1706
Nanny,1707
Nanotech,1708
Nanotechnology,1709
Nantucket,1710
Napoleonic,1711
Narcos,1712
Narcotic,1713
Narrativa,1714
Narrative,1715
National,1716
Nationalism,1717
Native,1718
Nativeamerican,1719
Natural,1720
Nature,1721
Naturalist,1722
Naughty,1723
Nautical,1724
Navajo,1725
Naval,1726
Navy,1727
Nazi,1728
Nazism,1729
Near,1730
Nebula,1731
Neglect,1732
Negotiation,1733
Neighbors,1734
Neo,1735
Neopagan,1736
Nephilim,1737
Neuro,1738
Neurobiology,1739
Psychology,1740
Never,1741
Neverland,1742
New,1743
Newbery,1744
Nf,1745
Nigerian,1746
Night,1747
Nightmares,1748
Nightshade,1749
Nightside,1750
Nightwalker,1751
Nightworld,1752
Nihilism,1753
Nihilistic,1754
Nimbus,1755
Nineteenth,1756
Ninja,1757
No,1758
Nocturnal,1759
Noir,1760
Non,1761
Nonduality,1762
Nonfiction,1763
Non-Fict,1764
Nonviolence,1765
Nordic,1766
Norse,1767
North,1768
Northmen,1769
Norwegian,1770
Nouveau,1771
Nouvelles,1772
Novel,1773
Novela,1774
Novella,1775
Novellas,1776
Novels,1777
Ntr,1778
Nuclear,1779
Nuns,1780
Nursery,1781
Nursing,1782
Nusantara,1783
Nypd,1784
Nárnia,1785
Oasis,1786
Obedience,1787
Objectivism,1788
Obsession,1789
Obsessive,1790
Occult,1791
Occupation,1792
Ocean,1793
Oceania,1794
Odd,1795
Odyssey,1796
Office,1797
Old,1798
Older,1799
Olympians,1800
On,1801
One,1802
Oni,1803
Online,1804
Onomatopoeia,1805
Opera,1806
Operative,1807
Opium,1808
Opposites,1809
Oppression,1810
Oral,1811
Orbit,1812
Ordinary,1813
Organized,1814
Orient,1815
Origin,1816
Orphan,1817
Orphanage,1818
Orrore,1819
Orthodoxy,1820
Other,1821
Otherworld,1822
Oulipo,1823
Outdoor,1824
Outdoors,1825
Outer,1826
Outlaws,1827
Overcoming,1828
Overpopulation,1829
Pacific,1830
Pact,1831
Pagan,1832
Paganism,1833
Paleo,1834
Paleontology,1835
Palestinian,1836
Pan,1837
Pandemic,1838
Pantheon,1839
Paparazzi,1840
Para,1841
Parable,1842
Paradise,1843
Parallel,1844
Paranoia,1845
Paranormal,1846
Parasites,1847
Parental,1848
Parenting,1849
Parody,1850
Partisans,1851
Passing,1852
Passion,1853
Past,1854
Pastiche,1855
Pastoral,1856
Pathfinder,1857
Patristics,1858
Pedagogy,1859
Penal,1860
Peninsular,1861
Perception,1862
Performance,1863
Performing,1864
Perfume,1865
Period,1866
Persecution,1867
Perseverance,1868
Persia,1869
Persian,1870
