tag_id,tag_name,classification
1678,adult-relationships,1
1679,adult-romance,1
1680,adult-science-fiction,1
1681,adult-scifi,1
1682,adult-suspense,1
1684,adultery,1
1685,adultfiction,1
1687,adults,1
1690,advent,1
1691,adventure,1
1692,adventure-action,1
1693,adventure-and-survival,1
1694,adventure-books,1
1695,adventure-exploration,1
1696,adventure-fiction,1
1697,adventure-mystery,1
1698,adventure-myths-quests-series-actio,1
1699,adventure-non-fiction,1
1700,adventure-nonfantasy,1
1701,adventure-nonfiction,1
1702,adventure-outdoors,1
1703,adventure-spirituality,1
1704,adventure-sports,1
1705,adventure-stories,1
1706,adventure-survival,1
1707,adventure-suspense,1
1708,adventure-thriller,1
1709,adventure-travel,1
1710,adventurers,1
1711,adventures,1
1712,adversary-cycle,1
1714,advice,1
1715,advice-for-artists,1
1716,advice-how-to,1
1723,adyra,1
1725,aeronautics,1
1727,aerospace,1
1728,aeschylus,1
1729,aesop,1
1730,aesop-s-fable,1
1734,af-am,1
1736,affair,1
1737,affairs,1
1739,affluent-families,1
1742,afghan-war,1
1745,afircan-american,1
1747,africa-fiction,1
1748,africa-non-fiction,1
1749,africa-travelogue,1
1750,african,1
1751,african-afro-american,1
1752,african-america,1
1753,african-american,1
1755,african-american-books,1
1756,african-american-classics,1
1757,african-american-experience,1
1758,african-american-fiction,1
1759,african-american-history,1
1760,african-american-interest,1
1761,african-american-lit,1
1762,african-american-literature,1
1763,african-american-memoir,1
1764,african-american-romance,1
1765,african-american-studies,1
1766,african-americans,1
1767,african-authors,1
1768,african-childhood,1
1769,african-culture,1
1770,african-diaspora,1
1771,african-fiction,1
1772,african-history,1
1773,african-lit,1
1774,african-literature,1
1775,african-slaves,1
1776,african-studies,1
1777,african-writers,1
1778,africana,1
1780,afro-american-fiction,1
1781,afrocentric,1
1782,after,1
1784,after-dark,1
1785,after-life,1
1786,after-series,1
1787,after-the-fall-of-society,1
1788,after-you,1
1789,afterdark,1
1790,afterlife,1
1791,aftermath-of-the-sinking,1
1794,ag-young-adult,1
1796,agama,1
1798,agatha,1
1800,agatha-christie,1
1802,agatha-christie-hercule-poirot,1
1803,agatha-christie-miss-marple,1
1804,agatha-christie-poirot,1
1806,agatha-christy,1
1807,agatha-cristie,1
1809,agathachristie,1
1823,age-adult,1
1824,age-children,1
1825,age-difference,1
1826,age-gap,1
1827,age-of-exploration,1
1828,age-of-sail,1
1829,age-of-the-five,1
1830,age-of-the-five-trilogy,1
1831,age-picture-books,1
1834,agency,1
1836,agent-aloysius-pendergast-series,1
1838,agent-pendergast-series,1
1846,agincourt,1
1849,aging-rockstar,1
1853,agoraphobia,1
1854,agriculture,1
1872,ai,1
1877,aids,1
1878,aikuisten,1
1883,air-combat,1
1884,air-disasters,1
1885,air-war,1
1886,airborn,1
1887,airborne,1
1889,airhead,1
1890,airhead-series,1
1892,airplane-crash,1
1895,airships,1
1898,aisling-grey-guardian,1
1899,aisling-grey-series,1
1903,akhenaten,1
1904,akira,1
1914,al-thor,1
1948,album-ilustrado,1
1950,albums-jeunesse,1
1951,alcatraz,1
1952,alchemists,1
1953,alchemy,1
1954,alchemyst,1
1955,alchemyst-series,1
1962,alcott,1
1965,alemania,1
1967,aleph,1
1969,alera,1
2001,alex-rider,1
2002,alex-rider-series,1
2006,alex-verus,1
2014,alexander-the-great,1
2031,algerian-literature,1
2036,alice-academy,1
2041,alice-in-the-country-of-hearts,1
2042,alice-in-wonderland,1
2048,alien,1
2049,alien-contact,1
2050,alien-fiction-fantasy-sci-fi,1
2051,alien-huntress,1
2052,alien-invasion,1
2053,alien-invasions,1
2054,alienated,1
2055,alienation,1
2056,aliens,1
2057,aliens-and-magic,1
2058,aliens-series,1
2065,alit,1
2069,all-american-girl,1
2070,all-american-girl-series,1
2076,all-fiction,1
2080,all-love,1
2083,all-non-fiction,1
2085,all-other-christian-fiction,1
2088,all-souls-trilogy,1
2109,allan-quatermain,1
2110,allan-sf,1
2111,allegiant,1
2112,allegories,1
2113,allegory,1
2119,alliances,1
2124,allon,1
2132,alpha,1
2133,alpha-and-omega,1
2134,alpha-and-omega-series,1
2135,alpha-hero,1
2136,alpha-male,1
2137,alpha-male-action,1
2138,alpha-males,1
2139,alpha-man,1
2140,alpha-men,1
2141,alpha-omega,1
2143,alphabet-book,1
2144,alphabet-books,1
2145,alphabet-mysteries,1
2149,alphas,1
2150,alphen,1
2166,alt-history,1
2169,altered,1
2170,altered-animals,1
2171,alternate,1
2173,alternate-history,1
2174,alternate-realities,1
2175,alternate-reality,1
2176,alternate-universe,1
2177,alternate-world,1
2178,alternate-worlds,1
2182,alternative,1
2183,alternative-fantasy,1
2186,alternative-history,1
2189,alternative-parallel-worlds,1
2195,alvin-maker,1
2196,alvin-maker-series,1
2207,am-lit,1
2214,amateur-detective,1
2215,amateur-detectives,1
2217,amateur-sleuth,1
2245,amazons,1
2247,ambassador-daughter-kidnapping,1
2249,amber-chronicles,1
2266,amelia-peabody-series,1
2269,amer-lit,1
2270,amercian-history-presidents,1
2273,america-latina,1
2278,american-20c,1
2279,american-armenian,1
2284,american-civil-war,1
2285,american-civil-war-literature,1
2286,american-classic,1
2287,american-classics,1
2288,american-comics,1
2289,american-contemporary,1
2290,american-crime,1
2291,american-drama,1
2292,american-dream,1
2293,american-eschatology,1
2294,american-fiction,1
2297,american-girl,1
2298,american-girl-books,1
2299,american-girls,1
2300,american-girls-collection,1
2301,american-government,1
2302,american-heiress,1
2303,american-hf,1
2304,american-historical-fiction,1
2305,american-history,1
2306,american-indian,1
2307,american-indian-lit,1
2308,american-indians,1
2309,american-italian-family,1
2311,american-law,1
2312,american-lit,1
2313,american-literature,1
2314,american-literature-across-the-age,1
2315,american-midwest,1
2316,american-muslim,1
2318,american-pioneers,1
2319,american-poetry,1
2320,american-politics,1
2322,american-presidents,1
2323,american-revolution,1
2324,american-revolutionary-war,1
2325,american-sniper,1
2326,american-south,1
2327,american-southern,1
2328,american-southwest,1
2329,american-studies,1
2330,american-vampire,1
2331,american-war-of-independence,1
2332,american-west,1
2333,american-wit-and-humor,1
2335,americana,1
2336,americangirl,1
2337,americani,1
2341,amerika,1
2342,amerikanu,1
2345,amish,1
2346,amish-books,1
2347,amish-culture,1
2348,amish-fiction,1
2349,amish-life,1
2350,amish-mennonite,1
2351,amish-society,1
2352,amish-stories,1
2353,amish-tripathi,1
2354,amish-tripati,1
2359,amnesia,1
2360,among-the-betrayed,1
2361,among-the-hidden,1
2362,among-the-hidden-series,1
2363,among-the-impostors,1
2364,amor,1
2367,amos-decker-series,1
2370,amputees,1
2373,amulet,1
2374,amulet-1,1
2375,amulet-2,1
2378,amulet-series,1
2393,an-ember-in-the-ashes,1
2394,an-inspector-lynley-novel,1
2398,an-unfortunate-fairy-tale,1
2399,an-unfortunate-fairy-tale-series,1
2400,ana,1
2402,anacaona,1
2403,anagrama,1
2407,analytic,1
2408,analytic-philosophy,1
2409,analytical-philosophy,1
2412,anarcho-primitivism,1
2413,anarchy,1
2414,anasazi,1
2417,anatomy,1
2418,anatomy-drawing,1
2419,anatomy-figure-drawing,1
2422,ancestral-home,1
2424,ancient,1
2425,ancient-classics,1
2426,ancient-darkness,1
2427,ancient-egypt,1
2428,ancient-egypt-and-rome,1
2429,ancient-greece,1
2430,ancient-greece-rome,1
2431,ancient-greek,1
2432,ancient-greek-literature,1
2433,ancient-greek-philosophy,1
2434,ancient-historical-fiction,1
2435,ancient-history,1
2436,ancient-israel,1
2437,ancient-lit,1
2438,ancient-literature,1
2439,ancient-london,1
2440,ancient-mysteries,1
2441,ancient-mystery,1
2442,ancient-near-east,1
2443,ancient-persia,1
2444,ancient-philosophy,1
2445,ancient-rome,1
2446,ancient-texts,1
2447,ancient-times,1
2448,ancient-world,1
2449,ancients,1
2467,andre-norton,1
2487,androids,1
2499,angel,1
2500,angel-books,1
2501,angel-demon,1
2502,angel-island,1
2503,angel-series,1
2504,angel-trilogy,1
2510,angeles,1
2511,angelfire,1
2512,angelfire-series,1
2513,angelic,1
2514,angelology,1
2516,angels,1
2517,angels-and-demons,1
2518,angels-and-dempns,1
2519,angels-demons,1
2520,angels-nephilim,1
2521,angels-of-the-dark,1
2522,angels-of-the-dark-series,1
2527,anglais,1
2529,angleske,1
2530,anglo-americana,1
2531,anglo-saxon,1
2532,anglo-saxon-england,1
2533,anglo-saxons,1
2536,angry-robot,1
2538,angst,1
2541,angsty,1
2542,angsty-romance,1
2545,animal,1
2548,animal-behavior,1
2549,animal-behaviour,1
2550,animal-books,1
2551,animal-care,1
2552,animal-classics,1
2554,animal-fantasy,1
2555,animal-farm,1
2556,animal-fiction,1
2557,animal-human-bond,1
2558,animal-intelligence,1
2561,animal-mystery,1
2562,animal-narrator,1
2563,animal-non-fiction,1
2564,animal-nonfiction,1
2565,animal-pov,1
2566,animal-related,1
2567,animal-rescue,1
2568,animal-rights,1
2569,animal-s-perspective,1
2571,animal-spirit,1
2572,animal-spirit-guides,1
2573,animal-stories,1
2574,animal-story,1
2575,animal-studies,1
2576,animal-tales,1
2577,animal-totems,1
2579,animalia,1
2580,animals,1
2581,animals-and-pets,1
2582,animals-and-wildlife,1
2583,animals-cats,1
2584,animals-dogs,1
2585,animals-farm,1
2586,animals-horses,1
2587,animals-misc,1
2588,animals-nature,1
2589,animals-pets,1
2590,animals-pets-fish-bugs-etc,1
2591,animation,1
2592,animation-books,1
2593,anime,1
2594,anime-bleach,1
2595,anime-manga,1
2596,animism,1
2597,animu,1
2598,animé,1
2602,anita-blake,1
2603,anita-blake-series,1
2604,anita-blake-vampire-hunter,1
2605,anita-blake-vampire-hunter-series,1
2622,ann-rice,1
2626,anna-and-the-french-kiss,1
2634,anna-pigeon-mysteries,1
2635,anna-pigeon-series,1
2638,anna-rice,1
2644,anne-boleyn,1
2645,anne-bronte,1
2650,anne-mccaffery,1
2651,anne-mccaffrey,1
2652,anne-mccaffrey-pern,1
2656,anne-of-cleves,1
2657,anne-of-green-gables,1
2658,anne-of-green-gables-series,1
2660,anne-rice,1
2668,annerice,1
2671,annexation,1
2685,antarctic,1
2687,anthologies,1
2688,anthologies-and-collections,1
2689,anthologies-collections,1
2690,anthology,1
2691,anthology-of-short-stories-by-famou,1
2703,anthro,1
2705,anthropology,1
2706,anthropomorphic,1
2707,anthropomorphism,1
2708,anti,1
2711,anti-colonialism,1
2713,anti-hero,1
2714,anti-heroes,1
2716,anti-racism,1
2720,anti-terrorist-task-force,1
2721,anti-war,1
2724,antigua,1
2725,antihero,1
2727,antiquarian-books,1
2731,antiquities,1
2732,antiquity,1
2733,antiquité,1
2735,antologi-cerpen,1
2740,antropologia,1
2744,ao-no-exorcist,1
2755,aot,1
2759,ap-lit,1
2760,ap-literature,1
2763,apes,1
2764,aphorisms,1
2766,apocalypse,1
2767,apocalypsies,1
2768,apocalyptic,1
2769,apocalyptic-alien-conquest,1
2770,apocalyptic-and-post-apocalyptic,1
2771,apocalyptic-anxiety,1
2772,apocalyptic-dystopian,1
2773,apocalyptic-fiction,1
2774,apocalyptic-post-apocalyptic,1
2775,apocolypse,1
2776,apocolyptic,1
2778,apologetica,1
2779,apologetics,1
2780,apologetics-evangelism,1
2781,apologetics-theology,1
2783,apologetics-worldview,1
2785,apothecary,1
2786,appalachia,1
2787,appalachia-regional-literature,1
2788,appalachian,1
2789,appalachian-life,1
2790,appalachian-literature,1
2792,appalachians,1
2803,apprentice-adept,1
2814,aquaman,1
2817,ar-fic,1
2819,arab,1
2820,arab-fantasy,1
2822,arab-lit,1
2823,arab-literature,1
2824,arab-women,1
2825,arab-world,1
2826,arabia,1
2827,arabian-nights,1
2828,arabic,1
2829,arabic-books,1
2832,arabic-contemporary,1
2833,arabic-fiction,1
2834,arabic-lit,1
2835,arabic-literature,1
2836,arabic-non-fiction,1
2837,arabic-novel,1
2838,arabic-novels,1
2839,arabic-novels-plays,1
2841,arabic-poetry,1
2843,arabic-reads,1
2844,arabic-stories,1
2846,arabic_literature,1
2847,arabiclit,1
2848,arachnids,1
2854,arcana-chronicles,1
2855,arch,1
2856,archaelogical-thefts-fiction,1
2857,archaeological-thrillers,1
2858,archaeology,1
2859,archeology,1
2860,archer,1
2864,archery,1
2865,archetypes,1
2867,architecture,1
2868,architecture-books,1
2869,architecture-design,1
2870,architecture-history,1
2871,architecture-urbanism,1
2874,archives,1
2875,arcs,1
2876,arctic,1
2878,arctic-exploration,1
2879,arda,1
2885,argeneau,1
2886,argeneau-family,1
2887,argeneau-series,1
2888,argeneau-vampire-series,1
2889,argeneau-vampires,1
2890,argeneau-vampires-series,1
2893,argentine-literature,1
2895,argentinian-lit,1
2896,argentinian-literature,1
2897,argentinos,1
2902,aristocracy,1
2903,aristotle,1
2905,ark-angel,1
2909,armageddon,1
2911,armand-gamache-series,1
2921,army,1
2922,army-investigators,1
2932,arranged-marriage,1
2933,arrepios,1
2936,arsenic,1
2938,art,1
2942,art-aesthetics,1
2943,art-albums,1
2944,art-anatomy,1
2945,art-and-aesthetics,1
2946,art-and-architecture,1
2947,art-and-art-history,1
2948,art-and-art-study,1
2949,art-and-artbooks,1
2950,art-and-artists,1
2951,art-and-craft,1
2952,art-and-craft-including-instruction,1
2953,art-and-crafts,1
2954,art-and-creativity,1
2955,art-and-design,1
2957,art-and-history,1
2958,art-and-humanities,1
2959,art-and-illustration,1
2960,art-and-music,1
2961,art-and-photography,1
2962,art-and-photography-ebooks,1
2963,art-and-photograpy,1
2964,art-and-photos,1
2965,art-and-reference,1
2966,art-animation,1
2967,art-architecture,1
2968,art-architecture-design,1
2969,art-architecture-design-s,1
2970,art-art-history,1
2971,art-art-history-architecture,1
2974,art-art-history-technique,1
2975,art-arthistory,1
2979,art-biography,1
2980,art-book,1
2981,art-book-reference,1
2982,art-books,1
2986,art-business,1
2988,art-collections,1
2989,art-color-theory,1
2990,art-comics,1
2991,art-comics-manga,1
2992,art-craft,1
2993,art-crafts,1
2994,art-creative-thinking,1
2995,art-creativity,1
2996,art-crime,1
2998,art-criticism,1
2999,art-culture,1
3000,art-deco-painter,1
3001,art-design,1
3002,art-design-arch,1
3003,art-design-fashion,1
3004,art-design-illustration,1
3006,art-design-photography,1
3008,art-drawing,1
3009,art-drawing-comics,1
3011,art-drawing-painting,1
3013,art-education,1
3015,art-expressionism,1
3016,art-fiction,1
3019,art-forgery,1
3021,art-general,1
3023,art-graffiti,1
3024,art-graphic-design,1
3025,art-heists,1
3026,art-historical-fiction,1
3027,art-history,1
3028,art-history-and-technique,1
3029,art-history-and-theory,1
3030,art-history-architecture,1
3031,art-history-capstone,1
3032,art-history-criticism,1
3033,art-history-fiction,1
3034,art-history-resources,1
3035,art-history-texts,1
3036,art-history-theory,1
3037,art-history-thriller,1
3039,art-how-to,1
3040,art-illustration,1
3041,art-in-fiction,1
3045,art-instruction,1
3047,art-instructional,1
3048,art-journaling,1
3049,art-journals,1
3050,art-lit,1
3051,art-literature,1
3053,art-making,1
3056,art-modern,1
3057,art-mostly-figures,1
3062,art-music-theater,1
3063,art-music-theatre,1
3064,art-non-fiction,1
3065,art-nonfiction,1
3067,art-of-dreams,1
3071,art-of-seduction,1
3072,art-of-the-novella,1
3074,art-painting,1
3075,art-photo,1
3076,art-photography,1
3077,art-photography-etc,1
3078,art-portrait,1
3080,art-practical,1
3082,art-reference,1
3085,art-related-books,1
3086,art-related-fiction,1
3087,art-restoration,1
3088,art-school,1
3095,art-studies,1
3096,art-study-guides,1
3098,art-symbolism,1
3100,art-technical,1
3101,art-technique,1
3102,art-techniques,1
3103,art-texts,1
3104,art-theft,1
3105,art-themed-fiction,1
3106,art-theory,1
3107,art-theory-and-criticism,1
3108,art-theory-and-curating,1
3110,art-therapy,1
3113,art-world,1
3114,art-writing-and-creativity,1
3115,art_books,1
3116,art_history,1
3117,artbook,1
3118,artbooks,1
3120,arte,1
3121,arte-architettura,1
3122,arte-fumetto-graphic-novel_,1
3123,arte-illustrati-fumetti,1
3125,artefakty,1
3126,artemis,1
3127,artemis-fowl,1
3128,artemis-fowl-series,1
3130,artes,1
3133,arthur-c-clarke,1
3134,arthur-clarke,1
3140,arthurian,1
3141,arthurian-fiction,1
3142,arthurian-legend,1
3143,arthurian-legends,1
3144,arthurian-lit,1
3145,arthurian-literature,1
3146,arthurian-saga,1
3147,arthuriana,1
3151,artifacts,1
3153,artificial-intelligence,1
3154,artificial-life,1
3157,artist-books,1
3162,artist-women-bio,1
3163,artistas,1
3167,artists-history-of-art,1
3169,arts,1
3172,arts-and-crafts,1
3173,arts-and-crafts-movement,1
3174,arts-and-language,1
3175,arts-crafts,1
3176,arts-designs,1
3177,arts-music,1
3178,arts-photography,1
3179,artsy,1
3180,artsy-books,1
3196,as-crónicas-de-gelo-e-fogo,1
3199,ascendance,1
3200,ascendance-trilogy,1
3205,ash,1
3207,ashfall,1
3208,ashiri-bo,1
3217,asia-s-se,1
3218,asian,1
3219,asian-american,1
3220,asian-american-authors,1
3221,asian-american-fiction,1
3222,asian-american-literature,1
3224,asian-books,1
3225,asian-culture,1
3226,asian-experience,1
3227,asian-fantasy,1
3228,asian-fiction,1
3229,asian-historical-fiction,1
3230,asian-history,1
3231,asian-lit,1
3232,asian-literature,1
3233,asian-saga,1
3234,asian-studies,1
3236,asimov,1
3237,asimov-foundation,1
3239,asimov-robot,1
3242,asli-indonesia,1
3245,asoiaf,1
3254,asphyxia,1
3257,assasination,1
3258,assasins,1
3259,assassin,1
3260,assassin-targeting-harvath-s-family,1
3261,assassination,1
3262,assassination-attempt,1
3264,assassinations,1
3265,assassins,1
3266,assassins-and-spies,1
3267,assassins-series,1
3269,asshole-hero,1
3276,assorted-creatures,1
3277,asterix-and-obelix,1
3279,astonishing-x-men,1
3281,astro,1
3282,astro-physics,1
3284,astronaut,1
3285,astronautics,1
3286,astronauts,1
3287,astronomia,1
3288,astronomy,1
3289,astronomy-cosmology,1
3290,astronomy-physics,1
3291,astrophysics,1
3292,astérix,1
3293,asylum,1
3294,asylums,1
3296,at-first-sight,1
3302,at-sea,1
3321,athletics,1
3323,atla,1
3326,atlantis,1
3328,atomic,1
3329,atomic-bomb,1
3330,atonement,1
3331,atrocities,1
3332,atrocity,1
3335,attack-on-the-u-s,1
3336,attack-on-titan,1
3337,attacks,1
3341,attorney,1
3342,attorneys,1
3343,attraction,1
3354,aubrey-maturin-series,1
3379,audio-books,1
3382,audio-drama,1
3392,audiobooks,1
3397,audiokniha,1
3405,auel,1
3412,aug-fiction,1
3413,augmented-reality,1
3425,augusten,1
3430,aura,1
3432,aurora,1
3435,aurora-teagarden-mystery-series,1
3436,aurora-teagarden-series,1
3437,auschwitz,1
3441,aussie-books,1
3442,aussie-fiction,1
3443,aussie-ya,1
3445,austen,1
3446,austen-esque,1
3447,austen-fan-fiction,1
3448,austen-inspired,1
3450,austen-mania,1
3452,austen-related,1
3453,austenesque,1
3454,austenite,1
